imdb.id,award.institution,imdb.event.id,award.imdb.year,awards.nom.win,award,award.category,award.person,imdb.name.id
tt2332522,CPH:DOX,ev0000982,2012,Winner,New Vision Award,,Lucien Castaing-Taylor,nm3626583
tt2332522,CPH:DOX,ev0000982,2012,Winner,New Vision Award,,Verena Paravel,nm4045090
tt2332522,CPH:DOX,ev0000982,2012,Nominee,Politiken's Audience Award,,Lucien Castaing-Taylor,nm3626583
tt2332522,CPH:DOX,ev0000982,2012,Nominee,Politiken's Audience Award,,Verena Paravel,nm4045090
tt2332522,Edinburgh International Film Festival,ev0000220,2013,Winner,The Michael Powell Award for Best British Feature Film,,Lucien Castaing-Taylor,nm3626583
tt2332522,Edinburgh International Film Festival,ev0000220,2013,Winner,The Michael Powell Award for Best British Feature Film,,Verena Paravel,nm4045090
tt2332522,Film Independent Spirit Awards,ev0000349,2013,Nominee,Truer Than Fiction Award,,Lucien Castaing-Taylor,nm3626583
tt2332522,Film Independent Spirit Awards,ev0000349,2013,Nominee,Truer Than Fiction Award,,Verena Paravel,nm4045090
tt2332522,IndieLisboa International Independent Film Festival,ev0003046,2013,Winner,Grand Prize City of Lisbon,,Lucien Castaing-Taylor,nm3626583
tt2332522,IndieLisboa International Independent Film Festival,ev0003046,2013,Winner,Grand Prize City of Lisbon,,Verena Paravel,nm4045090
tt2332522,Indiewire Critics' Poll,ev0003191,2013,Nominee,ICP Award,Best Film,,
tt2332522,Indiewire Critics' Poll,ev0003191,2013,Nominee,ICP Award,Best Documentary,,
tt2332522,Indiewire Critics' Poll,ev0003191,2013,Nominee,ICP Award,Best Cinematography,Lucien Castaing-Taylor,nm3626583
tt2332522,Indiewire Critics' Poll,ev0003191,2013,Nominee,ICP Award,Best Cinematography,Verena Paravel,nm4045090
tt2332522,International Cinephile Society Awards,ev0001892,2014,Nominee,ICS Award,Best Cinematography,Lucien Castaing-Taylor,nm3626583
tt2332522,International Cinephile Society Awards,ev0001892,2014,Nominee,ICS Award,Best Cinematography,Verena Paravel,nm4045090
tt2332522,International Cinephile Society Awards,ev0001892,2014,Nominee,ICS Award,Best Editing,Lucien Castaing-Taylor,nm3626583
tt2332522,International Cinephile Society Awards,ev0001892,2014,Nominee,ICS Award,Best Editing,Verena Paravel,nm4045090
tt2332522,International Cinephile Society Awards,ev0001892,2014,Nominee,ICS Award,Best Documentary,,
tt2332522,International Cinephile Society Awards,ev0001892,2013,Winner,ICS Award,Best Picture Not Released in 2012,,
tt2332522,Locarno International Film Festival,ev0000400,2012,Winner,Don Quixote Award - Special Mention,,Verena Paravel,nm4045090
tt2332522,Locarno International Film Festival,ev0000400,2012,Winner,Don Quixote Award - Special Mention,,Lucien Castaing-Taylor,nm3626583
tt2332522,Locarno International Film Festival,ev0000400,2012,Winner,FIPRESCI Prize,,Verena Paravel,nm4045090
tt2332522,Locarno International Film Festival,ev0000400,2012,Winner,FIPRESCI Prize,,Lucien Castaing-Taylor,nm3626583
tt2332522,Locarno International Film Festival,ev0000400,2012,Nominee,Golden Leopard,,Lucien Castaing-Taylor,nm3626583
tt2332522,Locarno International Film Festival,ev0000400,2012,Nominee,Golden Leopard,,Verena Paravel,nm4045090
tt2332522,London Critics Circle Film Awards,ev0000403,2014,Nominee,ALFS Award,Documentary of the Year,,
tt2332522,Los Angeles Film Critics Association Awards,ev0000407,2012,Winner,Independent/Experimental Film and Video Award,,Lucien Castaing-Taylor,nm3626583
tt2332522,Los Angeles Film Critics Association Awards,ev0000407,2012,Winner,Independent/Experimental Film and Video Award,,Verena Paravel,nm4045090
tt2332522,"National Society of Film Critics Awards, USA",ev0000471,2014,Winner,Experimental Film Award,,,
tt2332522,"National Society of Film Critics Awards, USA",ev0000471,2014,Nominee,NSFC Award,Best Non-Fiction Film,,
tt2332522,Seville European Film Festival,ev0002752,2012,Winner,Eurodoc Award,Best Documentary,Lucien Castaing-Taylor,nm3626583
tt2332522,Seville European Film Festival,ev0002752,2012,Winner,Eurodoc Award,Best Documentary,Verena Paravel,nm4045090
tt2332522,Torino Film Festival,ev0003555,2012,Winner,Special Jury Prize,International Documentary Film,Lucien Castaing-Taylor,nm3626583
tt2332522,Torino Film Festival,ev0003555,2012,Winner,Special Jury Prize,International Documentary Film,Verena Paravel,nm4045090
tt2332522,Torino Film Festival,ev0003555,2012,Nominee,Prize of the City of Torino,Best International Documentary Film,Lucien Castaing-Taylor,nm3626583
tt2332522,Torino Film Festival,ev0003555,2012,Nominee,Prize of the City of Torino,Best International Documentary Film,Verena Paravel,nm4045090
tt2332522,Toronto Film Critics Association Awards,ev0000657,2013,Nominee,Allan King Documentary Award,,,
tt2332522,True/False Film Fest,ev0001709,2013,Winner,True Vision Award,Documentary,Lucien Castaing-Taylor,nm3626583
tt2332522,True/False Film Fest,ev0001709,2013,Winner,True Vision Award,Documentary,Verena Paravel,nm4045090
tt2332522,Village Voice Film Poll,ev0002738,2013,Nominee,VVFP Award,Best Film,,
tt2332522,Village Voice Film Poll,ev0002738,2013,Nominee,VVFP Award,Best Documentary Feature Film,,
tt2332522,Washington DC Area Film Critics Association Awards,ev0001400,2013,Nominee,WAFCA Award,Best Documentary,,
tt2721372,Regensburg Short Film Week,ev0000923,2014,Nominee,Best German Short Film,,Ginan Seidl,nm5534441
tt2721372,Regensburg Short Film Week,ev0000923,2014,Nominee,Best German Short Film,,Clara Wieck,nm5534047
tt2735438,Taiwan International Documentary Film Festival,ev0001385,2014,Winner,Asian Vision Grand Prize,,Xiang Huang,nm4475020
tt2735438,Taiwan International Documentary Film Festival,ev0001385,2014,Winner,Asian Vision Grand Prize,,J.P. Sniadecki,nm3723535
tt2735438,Taiwan International Documentary Film Festival,ev0001385,2014,Winner,Asian Vision Grand Prize,,Routao Xu,nm6860862
tt2735438,Taiwan International Documentary Film Festival,ev0001385,2014,Winner,Chinese Documentary Grand Prize,,Xiang Huang,nm4475020
tt2735438,Taiwan International Documentary Film Festival,ev0001385,2014,Winner,Chinese Documentary Grand Prize,,J.P. Sniadecki,nm3723535
tt2735438,Taiwan International Documentary Film Festival,ev0001385,2014,Winner,Chinese Documentary Grand Prize,,Routao Xu,nm6860862
tt2735438,Torino Film Festival,ev0003555,2013,Nominee,Prize of the City of Torino,Best International Documentary Film,J.P. Sniadecki,nm3723535
tt2735438,Torino Film Festival,ev0003555,2013,Nominee,Prize of the City of Torino,Best International Documentary Film,Routao Xu,nm6860862
tt2735438,Torino Film Festival,ev0003555,2013,Nominee,Prize of the City of Torino,Best International Documentary Film,Xiang Huang,nm4475020
tt1947964,"Ariel Awards, Mexico",ev0000001,2014,Nominee,Silver Ariel,Best Latin-American Film (Mejor Película Iberoamericana),Alfredo Soderguit,nm2026219
tt1947964,Buenos Aires International Festival of Independent Cinema,ev0000138,2013,Winner,Audience Award,International Official Selection,Alfredo Soderguit,nm2026219
tt1947964,Buenos Aires International Festival of Independent Cinema,ev0000138,2013,Nominee,Best Film,,Alfredo Soderguit,nm2026219
tt1947964,Palm Springs International Film Festival,ev0000521,2014,Nominee,Cine Latino Award,,Alfredo Soderguit,nm2026219
tt1947964,The Platino Awards for Iberoamerican Cinema,ev0002643,2014,Nominee,Platino Award,Best Animation Film,,
tt1947964,The Platino Awards for Iberoamerican Cinema,ev0002643,2014,Nominee,Platino Award,Camilo Vives Best Iberoamerican Coproduction,Antorcha Films,co0260424
tt1947964,The Platino Awards for Iberoamerican Cinema,ev0002643,2014,Nominee,Platino Award,Camilo Vives Best Iberoamerican Coproduction,Rain Dogs Cine,co0260937
tt1947964,The Platino Awards for Iberoamerican Cinema,ev0002643,2014,Nominee,Platino Award,Camilo Vives Best Iberoamerican Coproduction,Palermo Estudio,co0341184
tt2693394,Berlin International Film Festival,ev0000091,2013,Nominee,Crystal Bear,Generation 14plus - Best Short Film,Sanna Lenken,nm1615371
tt2693394,Berlin International Film Festival,ev0000091,2013,Nominee,Crystal Bear,Generation 14plus - Best Short Film,Story AB,co0139749
tt2693394,Guldbagge Awards,ev0000307,2014,Nominee,Guldbagge,Best Short Film (Bästa kortfilm),Sanna Lenken,nm1615371
tt2693394,Göteborg Film Festival,ev0000992,2013,Nominee,Short Film Award,,Sanna Lenken,nm1615371
tt2693394,Hamburg International Short Film Festival,ev0000808,2013,Nominee,Mo Award,,Sanna Lenken,nm1615371
tt2693394,Tribeca Film Festival,ev0000894,2013,Nominee,Jury Award,Best Narrative Short,Sanna Lenken,nm1615371
tt2693394,Uppsala International Short Film Festival,ev0000669,2013,Winner,Best Cinematography (Bästa foto),Best Cinematography,Iga Mikler,nm2760453
tt2693394,Uppsala International Short Film Festival,ev0000669,2013,Winner,Best Cinematography (Bästa foto),Best Cinematography,Story AB,co0139749
tt2693394,Valladolid International Film Festival,ev0000675,2013,Winner,Best European Short Film,Best Film,Sanna Lenken,nm1615371
tt2693394,Valladolid International Film Festival,ev0000675,2013,Winner,Best European Short Film,Best Film,Story AB,co0139749
tt2204550,Berlin International Film Festival,ev0000091,2013,Winner,Special Mention of the Generation 14plus International Jury,Best Short Film,Danis Goulet,nm1118229
tt2767622,DGA Student Awards,ev0000956,2013,Winner,DGA Student Film Award,Best Woman Student Filmmaker - East Region,Miriam Louise Arens,nm5465195
tt2476426,Asia-Pacific Film Festival,ev0000045,2012,Winner,APFF Award,Best Supporting Actress,Makiko Watanabe,nm0913831
tt2476426,Asian Film Awards,ev0001546,2013,Winner,Asian Film Award,Best Supporting Actress,Makiko Watanabe,nm0913831
tt2476426,Granada Film Festival Cines del Sur,ev0003028,2013,Winner,Audience Award,,Ryôta Nakano,nm3608044
tt2476426,Granada Film Festival Cines del Sur,ev0003028,2013,Winner,Bronze Alhambra,Special Jury Prize,Ryôta Nakano,nm3608044
tt2476426,Granada Film Festival Cines del Sur,ev0003028,2013,Nominee,Golden Alhambra,,Ryôta Nakano,nm3608044
tt2476426,Oslo Films from the South Festival,ev0000869,2013,Nominee,Silver Mirror Award,Best Feature,Ryôta Nakano,nm3608044
tt2476426,Sakhalin International Film Festival,ev0003022,2013,Winner,Grand Prix,,Ryôta Nakano,nm3608044
tt2476426,Skip City International D-Cinema Festival,ev0001278,2012,Winner,Best Director,,Ryôta Nakano,nm3608044
tt2476426,Skip City International D-Cinema Festival,ev0001278,2012,Winner,Skip City Award,,Ryôta Nakano,nm3608044
tt2476426,Skip City International D-Cinema Festival,ev0001278,2012,Nominee,Grand Prize,,Ryôta Nakano,nm3608044
tt2476426,Yokohama Film Festival,ev0001392,2013,Winner,Festival Prize,Best New Director,Ryôta Nakano,nm3608044
tt2476426,Yokohama Film Festival,ev0001392,2013,Winner,Festival Prize,Best Supporting Actress,Makiko Watanabe,nm0913831
tt2476426,Yokohama Film Festival,ev0001392,2013,Nominee,Festival Prize,Best Film,Ryôta Nakano,nm3608044
tt2154028,Berlin International Film Festival,ev0000091,2013,Winner,Special Prize of the Generation Kplus International Jury,Best Short Film,Jung-In Kim,nm5054306
tt2154028,Hamburg International Short Film Festival,ev0000808,2013,Nominee,Friese Award,,Jung-In Kim,nm5054306
tt2668950,Festival Film Indonesia,ev0005046,2012,Nominee,Piala Citra,Best Actor,M. Shihab Imam Muttaqin,nm5498900
tt2668950,Shanghai International Film Festival,ev0000605,2013,Nominee,Asian New Talent Award,Best Film,Eugene Panji,nm5498791
tt2761580,Bahia Days of International Cinema,ev0000077,2012,Winner,Golden Tatu,Best Animation,Ricardo de Podestá,nm5565030
tt2642082,Berlin International Film Festival,ev0000091,2013,Nominee,Crystal Bear,Generation 14plus - Best Short Film,Sivan Levy,nm3275688
tt2642082,Berlin International Film Festival,ev0000091,2013,Nominee,Crystal Bear,Generation 14plus - Best Short Film,Natalie Melamed,nm5481045
tt2642082,Berlin International Film Festival,ev0000091,2013,Nominee,Teddy,Best Short Film,Sivan Levy,nm3275688
tt2642082,Berlin International Film Festival,ev0000091,2013,Nominee,Teddy,Best Short Film,Natalie Melamed,nm5481045
tt2723720,Hamburg International Short Film Festival,ev0000808,2013,Nominee,Hamburg Short Film Award,,Gustav Danielsson,nm2537468
tt2723720,Stockholm Film Festival,ev0000626,2012,Nominee,Aluminum Horse,Best Short Film,Gustav Danielsson,nm2537468
tt2750834,Beijing Youth Film Festival,ev0005684,2014,Winner,Jury Award,Best Screenplay,Jin Yang,nm3491476
tt2750834,China Film Director's Guild Awards,ev0002793,2014,Nominee,China Film Directors' Guild Award,Best Young Director,Jin Yang,nm3491476
tt2750834,Golden Rooster Awards,ev0000295,2013,Nominee,Golden Rooster,Best Children's Film,,
tt2750834,Huabiao Film Awards,ev0000517,2013,Winner,Huabiao Film Award,Outstanding Children Film,,
tt2750834,To Ten Chinese Films Festival,ev0006311,2014,Winner,Youth Film Handbook Award,Top Ten Films,Jin Yang,nm3491476
tt2368817,Tallinn Black Nights Film Festival,ev0001559,2013,Nominee,Just Film Award,Best Children's Film,Stephan Apelgren,nm0031992
tt2368817,Zlín International Film Festival for Children and Youth,ev0000721,2013,Nominee,Children's Jury Main Prize,Best Feature Film for Children,Stephan Apelgren,nm0031992
tt2368817,Zlín International Film Festival for Children and Youth,ev0000721,2013,Nominee,Golden Slipper,Best Feature Film for Children,Stephan Apelgren,nm0031992
tt2741522,Berlin International Film Festival,ev0000091,2013,Winner,Crystal Bear - Special Mention,Generation Kplus - Best Short Film,Evalds Lacis,nm1515058
tt2741522,Berlin International Film Festival,ev0000091,2013,Winner,Special Mention of the Generation Kplus International Jury,Best Short Film,Evalds Lacis,nm1515058
tt2741522,Latvian National Film Festival,ev0000972,2014,Nominee,Latvian Film Prize,Best Animated Feature Film (Labaka animacijas filma),Maris Putnins,nm0701255
tt2741522,Latvian National Film Festival,ev0000972,2014,Nominee,Latvian Film Prize,Best Animated Feature Film (Labaka animacijas filma),Animacijas Brigade,co0163939
tt2741522,Zlín International Film Festival for Children and Youth,ev0000721,2013,Nominee,Golden Slipper,Best Animated Film,Evalds Lacis,nm1515058
tt2623464,Berlin International Film Festival,ev0000091,2013,Winner,Special Prize of the Generation 14plus International Jury,Best Short Film,Anders Hazelius,nm1850117
tt2623464,Hamburg International Short Film Festival,ev0000808,2014,Nominee,Freestyle Award,,Anders Hazelius,nm1850117
tt2623464,Stockholm Film Festival,ev0000626,2013,Nominee,1km Film Award,,Anders Hazelius,nm1850117
tt2389856,Zlín International Film Festival for Children and Youth,ev0000721,2013,Nominee,Golden Slipper,Best Animated Film,Kate Charter,nm5265104
tt1964773,BendFilm Festival,ev0001307,2013,Winner,Best Cinematography,,Nick Bentgen,nm2574039
tt1964773,BendFilm Festival,ev0001307,2013,Winner,Best Directing,,Daniel Patrick Carbone,nm1926336
tt1964773,BendFilm Festival,ev0001307,2013,Winner,Best of Show,,,
tt1964773,British Film Institute Awards,ev0001534,2013,Nominee,Sutherland Trophy,,Daniel Patrick Carbone,nm1926336
tt1964773,Champs-Élysées Film Festival,ev0002604,2013,Nominee,Audience Award,Best American Feature Film,Daniel Patrick Carbone,nm1926336
tt1964773,Chicago International Film Festival,ev0000165,2013,Nominee,Audience Choice Award,,Daniel Patrick Carbone,nm1926336
tt1964773,Denver International Film Festival,ev0000209,2013,Winner,New Directors Award,,Daniel Patrick Carbone,nm1926336
tt1964773,Heartland International Film Festival,ev0000317,2013,Winner,Grand Prize,Narrative Feature,,
tt1964773,Heartland International Film Festival,ev0000317,2013,Winner,Grand Prize for Dramatic Feature,Dramatic Feature,Daniel Patrick Carbone,nm1926336
tt1964773,London Film Festival,ev0000404,2013,Nominee,Sutherland Award,First Feature Competition,Daniel Patrick Carbone,nm1926336
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Mariana Rondón,nm0740048
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Michael Polish,nm0689187
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Jones,nm1493122
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Spike Jonze,nm0005069
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Daniel Patrick Carbone,nm1926336
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Emir Baigazin,nm5028357
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Benedikt Erlingsson,nm0259574
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Xavier Dolan,nm0230859
tt1964773,Luxembourg City Film Festival,ev0004001,2014,Nominee,Grand Prix,,Anurag Kashyap,nm0440604
tt1964773,"National Society of Film Critics Awards, USA",ev0000471,2014,Winner,NSFC Award,Best Film Still Awaiting American Distribution,Daniel Patrick Carbone,nm1926336
tt1964773,Tallinn Black Nights Film Festival,ev0001559,2013,Nominee,Best North American Independent Film,,Daniel Patrick Carbone,nm1926336
tt1964773,Tribeca Film Festival,ev0000894,2013,Nominee,Jury Award,Best Narrative Feature,Daniel Patrick Carbone,nm1926336
tt1964773,Valladolid International Film Festival,ev0000675,2013,Winner,Youth Jury Award,Meeting Point Section,Daniel Patrick Carbone,nm1926336
tt2756604,New Zealand Film and TV Awards (II),ev0001560,2013,Nominee,Film Award,Best Actress in a Short Film,Narelle Ahrens,nm0968537
tt2670226,Adana Film Festival,ev0003746,2013,Winner,Golden Boll in National Feature Film,Best Director,Reha Erdem,nm0258732
tt2670226,Adana Film Festival,ev0003746,2013,Winner,Golden Boll in National Feature Film,Most Promising Actress,Deniz Hasgüler,nm5505660
tt2670226,Adelaide Film Festival,ev0002764,2013,Winner,International Feature Award,Best Feature,Reha Erdem,nm0258732
tt2670226,Berlin International Film Festival,ev0000091,2013,Nominee,Grand Prix of the Generation 14plus International Jury,Best Feature Film,Atlantik Film,co0025586
tt2670226,Buster International Children's Film Festival,ev0000914,2013,Winner,Buster's Youth Jury Award,Youth Film,Deniz Hasgüler,nm5505660
tt2670226,Granada Film Festival Cines del Sur,ev0003028,2013,Nominee,Golden Alhambra,,Reha Erdem,nm0258732
tt2670226,"Nuremberg Film Festival ""Turkey-Germany""",ev0001200,2013,Nominee,Best Film,,Reha Erdem,nm0258732
tt2670226,Seattle International Film Festival,ev0000600,2013,Nominee,Golden Space Needle Award,Best Director,Reha Erdem,nm0258732
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Winner,SIYAD Award,Best Director,Reha Erdem,nm0258732
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Nominee,SIYAD Award,Best Film,,
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Nominee,SIYAD Award,Best Actress,Deniz Hasgüler,nm5505660
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Nominee,SIYAD Award,Best Music,Hildur Guðnadóttir,nm3723390
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Nominee,SIYAD Award,Best Screenplay,Reha Erdem,nm0258732
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Nominee,SIYAD Award,Best Cinematography,Florent Herry,nm0380827
tt2670226,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2013,Nominee,SIYAD Award,Best Editing,Reha Erdem,nm0258732
tt2271287,European Film Awards,ev0000230,2013,Nominee,Young Audience Award,,Bernd Sahling,nm0756367
tt2271287,German Film Critics Association Awards,ev0000787,2014,Nominee,German Film Critics Award,Best Children's Film (Bester Kinderfilm),Bernd Sahling,nm0756367
tt2271287,Hamburg Film Festival,ev0000246,2013,Nominee,Michel Award,,Bernd Sahling,nm0756367
tt2770350,Costa Rica International Film Festival,ev0003190,2013,Winner,Festival Award,Best Documentary Cinematography,Daniela Cajías,nm3691466
tt2770350,Costa Rica International Film Festival,ev0003190,2013,Winner,Festival Award,Best Documentary Cinematography,Doce Lunas Producciones,co0419048
tt2770350,Costa Rica International Film Festival,ev0003190,2013,Winner,Festival Award,Best Documentary Cinematography,Banda Imagen,co0165037
tt2770350,Premios Macondo,ev0003826,2013,Nominee,Premios Macondo,Best Sound,Vladimir Díaz,nm1511267
tt2770350,The Platino Awards for Iberoamerican Cinema,ev0002643,2014,Nominee,Platino Award,Best Documentary,,
tt2434988,Berlin International Film Festival,ev0000091,2013,Winner,Grand Prix of the Generation Kplus International Jury,Best Feature Film,Janis Nords,nm1742313
tt2434988,Buster International Children's Film Festival,ev0000914,2013,Winner,Best Buster Award,Danish Writer's Guild's Best Screenplay for Children,Janis Nords,nm1742313
tt2434988,Buster International Children's Film Festival,ev0000914,2013,Winner,Best Buster Award,Danish Writer's Guild's Best Screenplay for Children,Film Studio Tanka,co0316480
tt2434988,Children KinoFest,ev0005750,2017,Nominee,Grand Prize,Best Film,Janis Nords,nm1742313
tt2434988,Hamptons International Film Festival,ev0000310,2013,Nominee,Golden Starfish Award,Narrative Feature,Janis Nords,nm1742313
tt2434988,Latvian National Film Festival,ev0000972,2014,Winner,Latvian Film Prize,Best Actress (Labaka aktrise),Vita Varpina,nm5312275
tt2434988,Latvian National Film Festival,ev0000972,2014,Winner,Latvian Film Prize,Best Director (Labakais rezisors),Janis Nords,nm1742313
tt2434988,Latvian National Film Festival,ev0000972,2014,Winner,Latvian Film Prize,Best Film (Labaka filma),Janis Nords,nm1742313
tt2434988,Latvian National Film Festival,ev0000972,2014,Winner,Latvian Film Prize,Best Film (Labaka filma),Alise Gelze,nm2733607
tt2434988,Latvian National Film Festival,ev0000972,2014,Winner,Latvian Film Prize,Best Film (Labaka filma),Gatis Smits,nm2097634
tt2434988,Latvian National Film Festival,ev0000972,2014,Winner,Latvian Film Prize,Best Film (Labaka filma),Film Studio Tanka,co0316480
tt2434988,Latvian National Film Festival,ev0000972,2014,Nominee,Latvian Film Prize,Best Supporting Actress (Labaka aktrise otra plana loma),Indra Brike,nm2328318
tt2434988,Latvian National Film Festival,ev0000972,2014,Nominee,Latvian Film Prize,Best Screenplay (Labakais scenarists),Janis Nords,nm1742313
tt2434988,Los Angeles Film Festival,ev0001475,2013,Winner,Narrative Award,Best Narrative Feature,Janis Nords,nm1742313
tt2434988,Tallinn Black Nights Film Festival,ev0001559,2013,Nominee,Tridens Award,Best Film,Janis Nords,nm1742313
tt2434988,Zlín International Film Festival for Children and Youth,ev0000721,2013,Winner,ECFA Award,,Janis Nords,nm1742313
tt1906422,Salento International Film Festival,ev0002506,2014,Nominee,International Competition,,Eva Pervolovici,nm3941888
tt1906422,Salento International Film Festival,ev0002506,2014,Nominee,International Competition,,KinoElektron,co0335022
tt2756822,CourToujours - International Short Film Festival of Geneva,ev0002673,2014,Nominee,Jury Award,,Vito Palmieri,nm3340768
tt2756822,Dresden Film Festival,ev0000216,2014,Nominee,Golden Horseman,Best Short Fiction Film - International Competition,Vito Palmieri,nm3340768
tt2756822,Festival del Cinema Europeo,ev0001067,2013,Winner,Augustus Color Award,Best Short Film,Vito Palmieri,nm3340768
tt2756822,Festival del Cinema Europeo,ev0001067,2013,Winner,Puglia Show,Best Short Film,Vito Palmieri,nm3340768
tt2756822,Regensburg Short Film Week,ev0000923,2014,Nominee,Best International Short Film,,Vito Palmieri,nm3340768
tt2756822,TIFF Kids International Film Festival,ev0003427,2013,Winner,Adult Jury Award,Best Live-Action Short Film,Vito Palmieri,nm3340768
tt2656122,Aisne International Film Festival for Young People,ev0001380,2014,Winner,Best Short Film for Teenager,International Competition,Erik Schmitt,nm3687514
tt2656122,Alpinale European Film Festival,ev0000803,2014,Winner,Audience Award,Short Film Competition,Erik Schmitt,nm3687514
tt2656122,BeFilm - The Underground Film Festival (BTUFF),ev0001737,2014,Winner,Honorable Mention,Narrative Category,Erik Schmitt,nm3687514
tt2656122,Berlin Interfilm Festival,ev0000090,2013,Nominee,Best Children's Short,,Erik Schmitt,nm3687514
tt2656122,Berlin International Film Festival,ev0000091,2013,Nominee,Crystal Bear,Best Short Film,Erik Schmitt,nm3687514
tt2656122,Berlin International Film Festival,ev0000091,2013,Nominee,Crystal Bear,Best Short Film,Detailfilm,co0238739
tt2656122,Brest European Short Film Festival,ev0000120,2014,Winner,Prix Format Court,,Erik Schmitt,nm3687514
tt2656122,Brest European Short Film Festival,ev0000120,2014,Winner,Young Jury Award - Special Mention,,Erik Schmitt,nm3687514
tt2656122,Calgary International Film Festival,ev0001403,2014,Nominee,Best Overall Short Film,,Erik Schmitt,nm3687514
tt2656122,Cambridge Film Festival,ev0001376,2013,Winner,Audience Award,Best Short Film,Erik Schmitt,nm3687514
tt2656122,Cambridge Film Festival,ev0001376,2013,Winner,Audience Award,Best Short Film,Stephan Müller,nm1965566
tt2656122,Certamen Internacional de Cortos Ciudad de Soria,ev0002265,2014,Winner,Aportación Artística,,Erik Schmitt,nm3687514
tt2656122,Chicago International Film Festival,ev0000165,2013,Winner,Silver Plaque,Best Short Film,Erik Schmitt,nm3687514
tt2656122,Chicago International Film Festival,ev0000165,2013,Winner,Silver Plaque,Best Short Film,Detailfilm,co0238739
tt2656122,Cinema Jove - Valencia International Film Festival,ev0000178,2014,Winner,Special Mention,Short Film,Erik Schmitt,nm3687514
tt2656122,Emden International Film Festival,ev0000222,2013,Nominee,Emden Short Film Award,Best Short Film,Erik Schmitt,nm3687514
tt2656122,Emden International Film Festival,ev0000222,2013,Nominee,Emden Short Film Award,Best Short Film,Detailfilm,co0238739
tt2656122,Film+,ev0000771,2014,Nominee,Editing Award,Short,Steffen Hand,nm2816944
tt2656122,Film+,ev0000771,2014,Nominee,Editing Award,Short,Erik Schmitt,nm3687514
tt2656122,Film+,ev0000771,2014,Nominee,Editing Award,Short,Detailfilm,co0238739
tt2656122,"First Steps Awards, Germany",ev0000834,2013,Nominee,First Steps Award,Short and/or Animation Film - Under 25 Minutes Length (Kurz- und Animationsfilme bis 25 Minuten),Erik Schmitt,nm3687514
tt2656122,Flickerfest International Short Film Festival,ev0001020,2014,Winner,Highly Commended for Digital Technology,International Competition,Erik Schmitt,nm3687514
tt2656122,German Camera Award,ev0000278,2013,Nominee,German Camera Award - Outstanding Editing,Short Film (Kurzfilm),Erik Schmitt,nm3687514
tt2656122,German Short Film Award,ev0000802,2013,Nominee,Short Film Award in Gold,Outstanding Short Film - Under 30 Minutes Length,Erik Schmitt,nm3687514
tt2656122,German Short Film Award,ev0000802,2013,Nominee,Short Film Award in Gold,Outstanding Short Film - Under 30 Minutes Length,Fabian Gasmia,nm1825294
tt2656122,German Short Film Award,ev0000802,2013,Nominee,Short Film Award in Gold,Outstanding Short Film - Under 30 Minutes Length,Henning Kamm,nm3030173
tt2656122,German Short Film Award,ev0000802,2013,Nominee,Short Film Award in Gold,Outstanding Short Film - Under 30 Minutes Length,Detailfilm,co0238739
tt2656122,Golden Apricot Yerevan International Film Festival,ev0001170,2013,Winner,Jury Special Diploma,Apricot Stone: International Short Competition,Erik Schmitt,nm3687514
tt2656122,Hamburg International Short Film Festival,ev0000808,2013,Nominee,Jury Award (German Competition),,Erik Schmitt,nm3687514
tt2656122,Hamburg International Short Film Festival,ev0000808,2013,Nominee,Mo Award,,Erik Schmitt,nm3687514
tt2656122,Heartland International Film Festival,ev0000317,2012,Winner,Festival Award for Short Films,Short Film,Erik Schmitt,nm3687514
tt2656122,Heartland International Film Festival,ev0000317,2012,Winner,Festival Award for Short Films,Short Film,Detailfilm,co0238739
tt2656122,Landshut Short Film Festival,ev0001427,2014,Winner,Audience Award,Short Film,Erik Schmitt,nm3687514
tt2656122,Landshut Short Film Festival,ev0001427,2014,Winner,Jury Award,Short Film,Erik Schmitt,nm3687514
tt2656122,Manhattan Short Film Festival,ev0000418,2014,Winner,Grand Prize,Best Short film,Erik Schmitt,nm3687514
tt2656122,Manhattan Short Film Festival,ev0000418,2014,Winner,Grand Prize,Best Short film,Detailfilm,co0238739
